TIME;CH1;CH2;CH3;CH4;CH5
9:38:11,60;457293;388000;-1;-1;non motor
9:38:11,50;457193;388002;-1;-1;non motor
9:38:11,40;457093;387970;-1;-1;non motor
9:38:11,30;456993;387945;-1;-1;non motor
9:38:11,20;456893;387949;-1;-1;non motor
9:38:11,10;456793;387936;-1;-1;non motor
9:38:11,00;456693;387892;-1;-1;non motor
9:38:10,90;456593;387840;-1;-1;non motor
9:38:10,80;456493;387795;-1;-1;non motor
9:38:10,70;456393;387754;-1;-1;non motor
9:38:10,57;456268;387661;-1;56,8;non motor
9:38:10,47;456168;387599;-1;56,35;non motor
9:38:10,37;456068;395864;-1;56,65;non motor
9:38:10,27;455968;600657;-1;51,4;non motor
9:38:10,17;455868;1278829;-1;50,73;non motor
9:38:10,07;455768;1775268;-1;49,29;non motor
9:38:09,97;455668;1900997;-1;50,22;non motor
9:38:09,90;455593;1953630;-1;-1;non motor
9:38:09,80;455493;1870436;-1;-1;non motor
9:38:09,70;455393;1898360;-1;-1;non motor
9:38:09,57;455268;2029785;-1;49,72;non motor
9:38:09,50;455193;1834096;-1;-1;non motor
9:38:09,37;455068;1393775;48,88;-1;non motor
9:38:09,27;454967;865532;44,85;-1;non motor
9:38:09,17;454867;456512;43,66;-1;non motor
9:38:09,07;454767;388625;45,86;-1;non motor
9:38:08,97;454667;387707;44,45;-1;non motor
9:38:08,87;454567;388035;46,05;-1;non motor
9:38:08,77;454467;388358;45,26;-1;non motor
9:38:08,67;454367;387971;46,67;-1;non motor
9:38:08,57;454268;387773;47,47;-1;non motor
9:38:08,47;454168;387849;49,82;-1;non motor
9:38:08,37;454068;387682;54,93;-1;non motor
9:38:08,30;453993;387670;58,96;-1;non motor
9:38:08,20;453893;387627;-1;-1;non motor
9:38:08,07;453768;387648;-1;-1;non motor
9:38:08,00;453693;387589;-1;-1;non motor
9:38:07,90;453593;387581;-1;-1;non motor
9:38:07,80;453493;387604;-1;-1;non motor
9:38:07,70;453393;387579;-1;-1;non motor
9:38:07,60;453293;387564;-1;-1;non motor
9:38:07,50;453193;387573;-1;-1;non motor
9:38:07,40;453093;387557;-1;-1;non motor
9:38:07,30;452993;387532;-1;-1;non motor
