TIME;CH1;CH2;CH3;CH4;CH5
9:38:30,80;476493;389051;-1;-1;non motor
9:38:30,70;476393;389020;-1;-1;non motor
9:38:30,60;476293;389068;-1;-1;non motor
9:38:30,50;476193;389105;-1;-1;non motor
9:38:30,40;476093;389066;-1;-1;non motor
9:38:30,30;475993;389044;-1;-1;non motor
9:38:30,20;475893;389003;-1;-1;non motor
9:38:30,10;475793;388948;-1;-1;non motor
9:38:29,99;475693;388974;-1;-1;non motor
9:38:29,90;475593;400858;-1;-1;non motor
9:38:29,77;475469;627397;-1;69,13;non motor
9:38:29,67;475368;1267462;-1;57,78;non motor
9:38:29,57;475268;1694436;-1;55,48;non motor
9:38:29,47;475168;1780914;-1;53,29;non motor
9:38:29,37;475068;1772546;-1;52,6;non motor
9:38:29,27;474968;1800098;-1;56,92;non motor
9:38:29,17;474868;1909983;-1;51,4;non motor
9:38:29,07;474768;1978046;-1;49,87;non motor
9:38:28,97;474669;1944686;68,36;-1;non motor
9:38:28,87;474568;1568223;56,6;-1;non motor
9:38:28,77;474468;959304;48,07;-1;non motor
9:38:28,67;474367;486053;46,67;-1;non motor
9:38:28,57;474267;390550;46,06;-1;non motor
9:38:28,47;474167;389088;46,06;-1;non motor
9:38:28,37;474067;389097;46,85;-1;non motor
9:38:28,27;473968;389097;50,34;-1;non motor
9:38:28,17;473868;389108;51,18;-1;non motor
9:38:28,07;473768;389083;56,73;-1;non motor
9:38:27,97;473668;389016;56,87;-1;non motor
9:38:27,87;473568;389028;56,87;-1;non motor
9:38:27,80;473493;389001;-1;-1;non motor
9:38:27,70;473393;389012;-1;-1;non motor
9:38:27,60;473293;388996;-1;-1;non motor
9:38:27,50;473193;389017;-1;-1;non motor
9:38:27,40;473093;389016;-1;-1;non motor
9:38:27,30;472993;389021;-1;-1;non motor
9:38:27,20;472893;388974;-1;-1;non motor
9:38:27,10;472793;388994;-1;-1;non motor
9:38:27,00;472693;389017;-1;-1;non motor
9:38:26,90;472593;389018;-1;-1;non motor
