TIME;CH1;CH2;CH3;CH4;CH5
9:35:17,30;282993;63840;-1;-1;non motor
9:35:17,20;282893;66585;-1;-1;non motor
9:35:17,10;282793;65153;-1;-1;non motor
9:35:17,00;282693;65805;-1;-1;non motor
9:35:16,90;282593;64825;-1;-1;non motor
9:35:16,80;282493;34414;-1;-1;non motor
9:35:16,70;282393;219464;-1;-1;non motor
9:35:16,60;282293;433887;-1;-1;non motor
9:35:16,50;282193;348124;-1;-1;non motor
9:35:16,40;282093;323251;-1;-1;non motor
9:35:16,27;281969;109078;-1;73,93;non motor
9:35:16,18;281869;230044;-1;69,15;non motor
9:35:16,07;281768;288461;-1;56,78;non motor
9:35:15,97;281668;827318;-1;49,87;non motor
9:35:15,87;281568;833571;-1;49,87;non motor
9:35:15,77;281468;1820801;-1;49,87;non motor
9:35:15,67;281368;1408590;-1;56,65;non motor
9:35:15,57;281269;-97339;-1;65,89;non motor
9:35:15,45;281145;-323131;59,82;73,59;non motor
9:35:15,37;281068;19946;58,28;-1;non motor
9:35:15,27;280968;255552;56,3;-1;non motor
9:35:15,17;280868;259000;53,73;-1;non motor
9:35:15,07;280768;240927;49,98;-1;non motor
9:35:14,97;280668;142225;48,26;-1;non motor
9:35:14,87;280567;39571;46,06;-1;non motor
9:35:14,77;280467;-257538;44,47;-1;non motor
9:35:14,67;280368;31346;59,39;-1;non motor
9:35:14,57;280269;120532;66,83;-1;non motor
9:35:14,47;280169;149675;66,4;-1;non motor
9:35:14,37;280069;126476;71,29;-1;non motor
9:35:14,30;279993;108818;-1;-1;non motor
9:35:14,20;279893;93878;-1;-1;non motor
9:35:14,10;279793;92536;-1;-1;non motor
9:35:14,00;279693;97330;-1;-1;non motor
9:35:13,90;279593;98881;-1;-1;non motor
9:35:13,80;279493;105766;-1;-1;non motor
9:35:13,70;279393;98128;-1;-1;non motor
9:35:13,60;279293;109139;-1;-1;non motor
9:35:13,50;279193;117079;-1;-1;non motor
9:35:13,40;279093;109673;-1;-1;non motor
