TIME;CH1;CH2;CH3;CH4;CH5
9:18:57,11;235593;383617;-1;-1;non motor
9:18:57,00;235493;383521;-1;-1;non motor
9:18:56,91;235393;384065;-1;-1;non motor
9:18:56,81;235293;383789;-1;-1;non motor
9:18:56,71;235193;383540;-1;-1;non motor
9:18:56,60;235093;383255;-1;-1;non motor
9:18:56,51;234993;394579;-1;-1;non motor
9:18:56,41;234893;360450;-1;-1;non motor
9:18:56,31;234793;342659;-1;-1;non motor
9:18:56,21;234693;347901;-1;-1;non motor
9:18:56,08;234569;389718;69,37;-1;non motor
9:18:55,98;234469;393156;66,99;-1;non motor
9:18:55,88;234369;392988;66,56;-1;non motor
9:18:55,78;234268;500169;51,36;-1;non motor
9:18:55,68;234168;1374988;48,86;-1;non motor
9:18:55,58;234067;2416721;44,28;-1;non motor
9:18:55,48;233968;2602957;49,84;-1;non motor
9:18:55,38;233868;2539254;56,75;-1;non motor
9:18:55,28;233768;2511877;61,52;-1;non motor
9:18:55,18;233669;2543707;69,37;-1;non motor
9:18:55,08;233569;2532413;75,43;-1;non motor
9:18:54,98;233468;2328677;-1;60,03;non motor
9:18:54,88;233368;705953;-1;58,74;non motor
9:18:54,78;233268;400156;-1;56,78;non motor
9:18:54,68;233168;392648;-1;56,65;non motor
9:18:54,58;233068;392748;-1;56,34;non motor
9:18:54,48;232968;392682;-1;56,15;non motor
9:18:54,38;232868;392781;-1;53,46;non motor
9:18:54,28;232768;392760;-1;54,64;non motor
9:18:54,21;232693;392756;-1;-1;non motor
9:18:54,11;232593;392784;-1;-1;non motor
9:18:53,98;232469;392743;-1;79,78;non motor
9:18:53,91;232393;392722;-1;-1;non motor
9:18:53,81;232293;392711;-1;-1;non motor
9:18:53,70;232193;392657;-1;-1;non motor
9:18:53,61;232093;392686;-1;-1;non motor
9:18:53,51;231993;392717;-1;-1;non motor
9:18:53,41;231893;392684;-1;-1;non motor
9:18:53,31;231793;392691;-1;-1;non motor
9:18:53,21;231693;392711;-1;-1;non motor
9:18:53,11;231593;392745;-1;-1;non motor
9:18:53,01;231493;392716;-1;-1;non motor
