TIME;CH1;CH2;CH3;CH4;CH5
9:38:19,30;464993;388451;-1;-1;non motor
9:38:19,20;464893;388442;-1;-1;non motor
9:38:19,10;464793;388485;-1;-1;non motor
9:38:19,00;464693;388431;-1;-1;non motor
9:38:18,90;464593;388427;-1;-1;non motor
9:38:18,80;464493;388422;-1;-1;non motor
9:38:18,70;464393;388390;-1;-1;non motor
9:38:18,60;464293;388345;-1;-1;non motor
9:38:18,50;464193;388347;-1;-1;non motor
9:38:18,40;464093;388373;-1;-1;non motor
9:38:18,27;463968;388327;-1;56,8;non motor
9:38:18,20;463893;388292;-1;-1;non motor
9:38:18,10;463793;399127;-1;-1;non motor
9:38:17,97;463668;1259954;-1;50,73;non motor
9:38:17,87;463568;1747381;-1;47,11;non motor
9:38:17,77;463468;1870244;-1;47,51;non motor
9:38:17,67;463367;1898653;-1;45,31;non motor
9:38:17,57;463267;1915391;-1;45,91;non motor
9:38:17,47;463167;1904178;-1;46,31;non motor
9:38:17,37;463068;1902736;-1;48,71;non motor
9:38:17,27;462968;1878424;-1;49,7;non motor
9:38:17,20;462893;1923642;-1;-1;non motor
9:38:17,07;462769;1989946;64,86;-1;non motor
9:38:17,00;462693;1787303;-1;-1;non motor
9:38:16,87;462567;1361580;43,66;-1;non motor
9:38:16,77;462467;764450;43,87;-1;non motor
9:38:16,67;462367;428906;44,47;-1;non motor
9:38:16,57;462267;388682;44,26;-1;non motor
9:38:16,47;462167;388663;43,27;-1;non motor
9:38:16,37;462067;388629;43,27;-1;non motor
9:38:16,27;461967;388650;43,87;-1;non motor
9:38:16,17;461868;388613;47,06;-1;non motor
9:38:16,07;461768;388556;57,71;-1;non motor
9:38:15,97;461668;388547;60,39;-1;non motor
9:38:15,87;461569;388560;69,95;-1;non motor
9:38:15,80;461493;388592;58,43;-1;non motor
9:38:15,67;461368;388596;-1;-1;non motor
9:38:15,60;461293;388585;-1;-1;non motor
9:38:15,50;461193;388583;-1;-1;non motor
9:38:15,37;461068;388571;-1;-1;non motor
9:38:15,27;460968;388547;-1;-1;non motor
9:38:15,20;460893;388499;-1;-1;non motor
9:38:15,10;460793;388497;-1;-1;non motor
9:38:15,00;460693;388514;56,6;-1;non motor
9:38:14,90;460593;388483;57,01;-1;non motor
9:38:14,77;460468;388319;59,66;-1;non motor
