TIME;CH1;CH2;CH3;CH4;CH5
9:18:51,81;230293;392632;-1;-1;non motor
9:18:51,71;230193;392647;-1;-1;non motor
9:18:51,60;230093;392597;-1;-1;non motor
9:18:51,50;229993;392663;-1;-1;non motor
9:18:51,41;229893;392604;-1;-1;non motor
9:18:51,31;229793;392565;-1;-1;non motor
9:18:51,21;229693;392646;-1;-1;non motor
9:18:51,11;229593;392596;-1;-1;non motor
9:18:51,01;229493;392543;-1;-1;non motor
9:18:50,91;229393;392729;-1;-1;non motor
9:18:50,78;229269;391277;-1;68,43;non motor
9:18:50,68;229169;394332;-1;64,24;non motor
9:18:50,58;229068;629048;-1;60,73;non motor
9:18:50,48;228967;1730679;-1;44,11;non motor
9:18:50,38;228867;2504907;-1;40,39;non motor
9:18:50,28;228767;2528210;-1;42,91;non motor
9:18:50,18;228667;2627221;-1;46,49;non motor
9:18:50,08;228568;2762816;-1;51,23;non motor
9:18:49,98;228468;2527108;-1;56,34;non motor
9:18:49,88;228369;1949652;-1;68,74;non motor
9:18:49,78;228268;870433;60,27;-1;non motor
9:18:49,68;228168;413554;56,75;-1;non motor
9:18:49,58;228068;392562;56,61;-1;non motor
9:18:49,48;227968;392652;51,54;-1;non motor
9:18:49,38;227868;392599;51,19;-1;non motor
9:18:49,28;227767;392715;46,48;-1;non motor
9:18:49,18;227667;392756;46,48;-1;non motor
9:18:49,08;227568;392756;53,92;-1;non motor
9:18:48,98;227469;392728;70,5;-1;non motor
9:18:48,88;227369;392629;76,32;-1;non motor
9:18:48,81;227293;392638;-1;-1;non motor
9:18:48,71;227193;392614;-1;-1;non motor
9:18:48,60;227093;392574;-1;-1;non motor
9:18:48,51;226993;392606;-1;-1;non motor
9:18:48,41;226893;392588;-1;-1;non motor
9:18:48,31;226793;392613;-1;-1;non motor
9:18:48,21;226693;392618;-1;-1;non motor
9:18:48,11;226593;392572;-1;-1;non motor
9:18:48,01;226493;392536;-1;-1;non motor
9:18:47,91;226393;392483;-1;-1;non motor
