TIME;CH1;CH2;CH3;CH4;CH5
9:25:57,90;656393;384483;-1;-1;non motor
9:25:57,80;656293;384527;-1;-1;non motor
9:25:57,70;656193;385009;-1;-1;non motor
9:25:57,60;656093;384618;-1;-1;non motor
9:25:57,50;655993;384198;-1;-1;non motor
9:25:57,40;655893;384301;-1;-1;non motor
9:25:57,30;655793;383364;-1;-1;non motor
9:25:57,20;655693;337501;-1;-1;non motor
9:25:57,10;655593;385642;-1;-1;non motor
9:25:57,00;655493;185045;-1;-1;non motor
9:25:56,88;655369;245723;66,13;-1;non motor
9:25:56,77;655268;372921;56,87;-1;non motor
9:25:56,68;655168;361076;50,83;-1;non motor
9:25:56,57;655068;395424;50,16;-1;non motor
9:25:56,48;654968;386467;62,63;-1;non motor
9:25:56,38;654867;298974;46,65;-1;non motor
9:25:56,27;654768;1338533;49,65;-1;non motor
9:25:56,17;654667;2474104;45,05;-1;non motor
9:25:56,07;654567;2533434;44,86;-1;non motor
9:25:55,97;654467;2492358;43,06;-1;non motor
9:25:55,87;654367;2563028;43,05;-1;non motor
9:25:55,77;654268;2633641;51,86;-1;non motor
9:25:55,70;654193;2591828;-1;-1;non motor
9:25:55,60;654093;1715415;-1;-1;non motor
9:25:55,50;653993;1149000;-1;-1;non motor
9:25:55,35;653844;558238;74,95;49,86;non motor
9:25:55,28;653768;388858;-1;48,48;non motor
9:25:55,17;653668;386272;-1;49,87;non motor
9:25:55,07;653568;386361;-1;51,74;non motor
9:25:54,98;653468;386438;-1;55,14;non motor
9:25:54,88;653368;386359;-1;58,46;non motor
9:25:54,78;653268;386334;-1;58,45;non motor
9:25:54,70;653193;386439;-1;-1;non motor
9:25:54,60;653093;386542;-1;-1;non motor
9:25:54,50;652993;386439;-1;-1;non motor
9:25:54,40;652893;386370;-1;-1;non motor
9:25:54,30;652793;386366;-1;-1;non motor
9:25:54,20;652693;386282;-1;-1;non motor
9:25:54,10;652593;386369;-1;-1;non motor
9:25:54,00;652493;386016;-1;-1;non motor
9:25:53,90;652393;385991;-1;-1;non motor
9:25:53,80;652293;386036;-1;-1;non motor
