TIME;CH1;CH2;CH3;CH4;CH5
9:37:51,20;436893;387048;-1;-1;non motor
9:37:51,10;436793;387005;-1;-1;non motor
9:37:51,00;436693;386991;-1;-1;non motor
9:37:50,90;436593;387060;-1;-1;non motor
9:37:50,80;436493;387031;-1;-1;non motor
9:37:50,70;436393;386946;-1;-1;non motor
9:37:50,60;436293;386947;-1;-1;non motor
9:37:50,50;436193;386901;-1;-1;non motor
9:37:50,40;436093;386805;-1;-1;non motor
9:37:50,30;435993;408006;-1;-1;non motor
9:37:50,17;435868;733697;-1;62,96;non motor
9:37:50,07;435768;1490614;-1;56,49;non motor
9:37:49,97;435668;1835102;-1;54,47;non motor
9:37:49,87;435568;1797203;-1;53,95;non motor
9:37:49,75;435444;1783307;72,63;56,65;non motor
9:37:49,67;435368;1845101;-1;51,42;non motor
9:37:49,57;435268;1954494;-1;56,66;non motor
9:37:49,47;435168;1955044;-1;56,94;non motor
9:37:49,37;435068;1583686;49,24;-1;non motor
9:37:49,27;434967;440510;44,86;-1;non motor
9:37:49,17;434867;416454;44,86;-1;non motor
9:37:49,07;434767;467683;45,46;-1;non motor
9:37:48,97;434667;382020;45,07;-1;non motor
9:37:48,87;434567;354279;46,87;-1;non motor
9:37:48,77;434468;373648;48,67;-1;non motor
9:37:48,67;434368;368873;49,82;-1;non motor
9:37:48,57;434268;382980;55,62;-1;non motor
9:37:48,50;434193;386942;-1;-1;non motor
9:37:48,37;434068;387016;58,84;-1;non motor
9:37:48,27;433968;387057;59,12;-1;non motor
9:37:48,20;433893;387045;-1;-1;non motor
9:37:48,10;433793;387054;-1;-1;non motor
9:37:48,00;433693;387081;-1;-1;non motor
9:37:47,90;433593;387087;-1;-1;non motor
9:37:47,80;433493;387091;-1;-1;non motor
9:37:47,70;433393;387139;-1;-1;non motor
9:37:47,60;433293;387130;-1;-1;non motor
9:37:47,50;433193;387076;-1;-1;non motor
9:37:47,40;433093;387110;-1;-1;non motor
9:37:47,30;432993;387116;-1;-1;non motor
