TIME;CH1;CH2;CH3;CH4;CH5
9:18:03,81;182293;371314;-1;-1;non motor
9:18:03,71;182193;371156;-1;-1;non motor
9:18:03,61;182093;366813;-1;-1;non motor
9:18:03,51;181993;376763;-1;-1;non motor
9:18:03,41;181893;413006;-1;-1;non motor
9:18:03,31;181793;382193;-1;-1;non motor
9:18:03,21;181693;384038;-1;-1;non motor
9:18:03,11;181593;384910;-1;-1;non motor
9:18:03,01;181493;384970;-1;-1;non motor
9:18:02,91;181393;394619;-1;-1;non motor
9:18:02,78;181269;464558;-1;66,49;non motor
9:18:02,71;181193;548888;-1;-1;non motor
9:18:02,58;181068;1019308;-1;58,19;non motor
9:18:02,48;180968;2017167;-1;56,65;non motor
9:18:02,38;180868;2345139;-1;52,44;non motor
9:18:02,28;180768;2437405;-1;54,66;non motor
9:18:02,18;180668;2584218;-1;49,89;non motor
9:18:02,08;180568;2686029;-1;49,13;non motor
9:18:01,98;180468;2701848;-1;47,13;non motor
9:18:01,88;180368;2545865;52,72;-1;non motor
9:18:01,78;180268;732793;54,93;-1;non motor
9:18:01,68;180168;391879;49,84;-1;non motor
9:18:01,58;180068;387466;58,29;-1;non motor
9:18:01,48;179968;388423;48,67;-1;non motor
9:18:01,38;179868;388161;59,41;-1;non motor
9:18:01,28;179768;386545;52,39;-1;non motor
9:18:01,18;179668;386181;55,79;-1;non motor
9:18:01,08;179568;387058;56,73;-1;non motor
9:18:00,98;179468;387356;64,04;-1;non motor
9:18:00,91;179393;387374;-1;-1;non motor
9:18:00,81;179293;387368;-1;-1;non motor
9:18:00,71;179193;387409;-1;-1;non motor
9:18:00,61;179093;387385;-1;-1;non motor
9:18:00,50;178993;387348;-1;-1;non motor
9:18:00,40;178893;387345;-1;-1;non motor
9:18:00,31;178793;387360;-1;-1;non motor
9:18:00,21;178693;387282;-1;-1;non motor
9:18:00,11;178593;387324;-1;-1;non motor
9:18:00,01;178493;387358;-1;-1;non motor
