TIME;CH1;CH2;CH3;CH4;CH5
9:25:52,00;650493;385755;-1;-1;non motor
9:25:51,90;650393;385814;-1;-1;non motor
9:25:51,80;650293;385870;-1;-1;non motor
9:25:51,70;650193;385740;-1;-1;non motor
9:25:51,60;650093;385685;-1;-1;non motor
9:25:51,50;649993;385782;-1;-1;non motor
9:25:51,40;649893;385661;-1;-1;non motor
9:25:51,30;649793;385622;-1;-1;non motor
9:25:51,20;649693;385580;-1;-1;non motor
9:25:51,10;649593;385463;-1;-1;non motor
9:25:50,98;649469;385595;-1;71,26;non motor
9:25:50,88;649369;424008;-1;68,43;non motor
9:25:50,78;649268;2147084;-1;56,51;non motor
9:25:50,68;649168;2768603;-1;54,13;non motor
9:25:50,57;649068;2757260;-1;50,03;non motor
9:25:50,48;648968;2762905;-1;49,68;non motor
9:25:50,38;648868;2865521;-1;50,71;non motor
9:25:50,28;648768;2975694;-1;62,25;non motor
9:25:50,18;648669;2892931;-1;64,91;non motor
9:25:50,08;648569;2478330;67,26;-1;non motor
9:25:49,98;648468;1596798;58,41;-1;non motor
9:25:49,88;648368;590716;56,44;-1;non motor
9:25:49,77;648268;385538;51,52;-1;non motor
9:25:49,68;648168;384334;51;-1;non motor
9:25:49,58;648068;384290;49,24;-1;non motor
9:25:49,47;647968;384283;47,04;-1;non motor
9:25:49,38;647867;384227;44,26;-1;non motor
9:25:49,30;647793;384225;-1;-1;non motor
9:25:49,18;647668;384280;57,44;-1;non motor
9:25:49,10;647593;384383;-1;-1;non motor
9:25:49,00;647493;384361;-1;-1;non motor
9:25:48,90;647393;384248;-1;-1;non motor
9:25:48,80;647293;384301;-1;-1;non motor
9:25:48,70;647193;384297;-1;-1;non motor
9:25:48,60;647093;384224;-1;-1;non motor
9:25:48,50;646993;384323;-1;-1;non motor
9:25:48,40;646893;384308;-1;-1;non motor
9:25:48,30;646793;384283;-1;-1;non motor
9:25:48,20;646693;384285;-1;-1;non motor
