TIME;CH1;CH2;CH3;CH4;CH5
9:35:47,90;313593;384030;-1;-1;non motor
9:35:47,80;313493;384035;-1;-1;non motor
9:35:47,70;313393;384072;-1;-1;non motor
9:35:47,60;313293;384081;-1;-1;non motor
9:35:47,50;313193;384098;-1;-1;non motor
9:35:47,40;313093;384080;-1;-1;non motor
9:35:47,30;312993;384183;-1;-1;non motor
9:35:47,20;312893;386651;-1;-1;non motor
9:35:47,10;312793;389681;-1;-1;non motor
9:35:47,00;312693;386066;-1;-1;non motor
9:35:46,87;312568;384301;57,14;-1;non motor
9:35:46,80;312493;384258;-1;-1;non motor
9:35:46,67;312367;384170;45,86;-1;non motor
9:35:46,57;312267;386217;43,25;-1;non motor
9:35:46,47;312167;505750;39,19;-1;non motor
9:35:46,37;312067;1090494;41,02;-1;non motor
9:35:46,27;311968;1539480;51;-1;non motor
9:35:46,17;311867;1466685;43,48;-1;non motor
9:35:46,07;311767;1453764;43,25;-1;non motor
9:35:45,97;311668;1510299;47,06;-1;non motor
9:35:45,87;311568;1437977;49,99;-1;non motor
9:35:45,77;311468;953843;-1;54,81;non motor
9:35:45,67;311368;464769;-1;50,04;non motor
9:35:45,57;311267;385439;-1;43,32;non motor
9:35:45,47;311167;384988;-1;44,09;non motor
9:35:45,37;311067;384981;-1;45,72;non motor
9:35:45,27;310968;384979;-1;50,22;non motor
9:35:45,17;310868;384975;-1;53,97;non motor
9:35:45,10;310793;384930;-1;-1;non motor
9:35:44,97;310668;384945;-1;56,51;non motor
9:35:44,90;310593;384978;-1;-1;non motor
9:35:44,80;310493;385020;-1;-1;non motor
9:35:44,70;310393;385028;-1;-1;non motor
9:35:44,60;310293;385049;-1;-1;non motor
9:35:44,50;310193;385100;-1;-1;non motor
9:35:44,40;310093;385155;-1;-1;non motor
9:35:44,30;309993;385219;-1;-1;non motor
9:35:44,20;309893;385241;-1;-1;non motor
9:35:44,10;309793;385220;-1;-1;non motor
9:35:44,00;309693;385255;-1;-1;non motor
