TIME;CH1;CH2;CH3;CH4;CH5
9:35:57,30;322993;384187;-1;-1;non motor
9:35:57,20;322893;384190;-1;-1;non motor
9:35:57,10;322793;384178;-1;-1;non motor
9:35:57,00;322693;384134;-1;-1;non motor
9:35:56,90;322593;384094;-1;-1;non motor
9:35:56,80;322493;384098;-1;-1;non motor
9:35:56,70;322393;384112;-1;-1;non motor
9:35:56,60;322293;384035;-1;-1;non motor
9:35:56,50;322193;384095;-1;-1;non motor
9:35:56,40;322093;384105;-1;-1;non motor
9:35:56,27;321968;384073;59,96;-1;non motor
9:35:56,17;321868;384006;49,82;-1;non motor
9:35:56,07;321767;386722;44,26;-1;non motor
9:35:55,97;321668;535075;52,53;-1;non motor
9:35:55,87;321567;1617436;39,19;-1;non motor
9:35:55,77;321467;1504904;46,25;-1;non motor
9:35:55,67;321368;1392467;51,19;-1;non motor
9:35:55,57;321268;1424520;56,87;-1;non motor
9:35:55,47;321168;1559720;62,48;-1;non motor
9:35:55,37;321069;1502674;65,55;-1;non motor
9:35:55,27;320968;894123;-1;56,77;non motor
9:35:55,20;320893;433116;-1;-1;non motor
9:35:55,07;320768;384093;-1;60,42;non motor
9:35:54,97;320668;384237;-1;52,43;non motor
9:35:54,87;320568;383886;-1;51,24;non motor
9:35:54,77;320468;383798;-1;49,7;non motor
9:35:54,67;320368;383768;-1;52,08;non motor
9:35:54,57;320268;383742;-1;60,85;non motor
9:35:54,47;320169;383735;-1;71,53;non motor
9:35:54,37;320069;383775;-1;75,92;non motor
9:35:54,30;319993;383773;-1;-1;non motor
9:35:54,20;319893;383759;-1;-1;non motor
9:35:54,10;319793;383742;-1;-1;non motor
9:35:54,00;319693;383764;-1;-1;non motor
9:35:53,90;319593;383806;-1;-1;non motor
9:35:53,80;319493;383737;-1;-1;non motor
9:35:53,70;319393;383728;-1;-1;non motor
9:35:53,60;319293;383733;-1;-1;non motor
9:35:53,50;319193;383739;-1;-1;non motor
9:35:53,40;319093;383762;-1;-1;non motor
