TIME;CH1;CH2;CH3;CH4;CH5
9:35:38,60;304293;386610;-1;-1;non motor
9:35:38,50;304193;386644;-1;-1;non motor
9:35:38,40;304093;386656;-1;-1;non motor
9:35:38,30;303993;386712;-1;-1;non motor
9:35:38,20;303893;386684;-1;-1;non motor
9:35:38,10;303793;386690;-1;-1;non motor
9:35:38,00;303693;386785;-1;-1;non motor
9:35:37,90;303593;387938;-1;-1;non motor
9:35:37,80;303493;384563;-1;-1;non motor
9:35:37,70;303393;384643;-1;-1;non motor
9:35:37,57;303268;386140;56,73;-1;non motor
9:35:37,47;303168;386059;52,2;-1;non motor
9:35:37,37;303068;386217;47,45;-1;non motor
9:35:37,27;302967;417677;45,07;-1;non motor
9:35:37,17;302867;766059;43,46;-1;non motor
9:35:37,07;302767;1365710;45,86;-1;non motor
9:35:36,97;302667;1522317;42,86;-1;non motor
9:35:36,87;302567;1437652;43,48;-1;non motor
9:35:36,77;302467;1422807;45,86;-1;non motor
9:35:36,67;302368;1591437;56,87;-1;non motor
9:35:36,60;302293;1238529;-1;-1;non motor
9:35:36,50;302193;573666;-1;-1;non motor
9:35:36,37;302067;389007;-1;46,31;non motor
9:35:36,27;301968;386181;-1;48,11;non motor
9:35:36,17;301868;386140;-1;50,9;non motor
9:35:36,07;301768;386142;-1;51,91;non motor
9:35:35,98;301669;386158;-1;68,02;non motor
9:35:35,87;301569;386093;-1;70,73;non motor
9:35:35,80;301493;386081;-1;-1;non motor
9:35:35,70;301393;386077;-1;-1;non motor
9:35:35,60;301293;386025;-1;-1;non motor
9:35:35,50;301193;386027;-1;-1;non motor
9:35:35,40;301093;386043;-1;-1;non motor
9:35:35,30;300993;385994;-1;-1;non motor
9:35:35,20;300893;385982;-1;-1;non motor
9:35:35,10;300793;385944;-1;-1;non motor
9:35:35,00;300693;386002;-1;-1;non motor
9:35:34,90;300593;385983;-1;-1;non motor
