TIME;CH1;CH2;CH3;CH4;CH5
9:43:48,14;165093;388867;-1;-1;motor
9:43:48,04;164993;388849;-1;-1;motor
9:43:47,94;164893;388897;-1;-1;motor
9:43:47,84;164793;388884;-1;-1;motor
9:43:47,74;164693;388864;-1;-1;motor
9:43:47,64;164593;388955;-1;-1;motor
9:43:47,54;164493;389016;-1;-1;motor
9:43:47,44;164393;388918;-1;-1;motor
9:43:47,34;164293;388865;-1;-1;motor
9:43:47,24;164193;388870;-1;-1;motor
9:43:47,12;164069;389786;-1;67,06;motor
9:43:47,02;163968;560705;-1;56,94;motor
9:43:46,92;163868;1633474;-1;51,59;motor
9:43:46,82;163768;1319143;-1;47,3;motor
9:43:46,69;163643;440358;61,09;42,91;motor
9:43:46,59;163543;385106;56,6;46,12;motor
9:43:46,49;163443;387123;56,6;45,12;motor
9:43:46,39;163343;382834;51,88;59,34;motor
9:43:46,29;163243;375942;50,52;46,51;motor
9:43:46,19;163142;385072;45,07;45,33;motor
9:43:46,09;163043;388548;39,89;59,17;motor
9:43:45,99;162942;388154;39,89;44,11;motor
9:43:45,89;162842;726948;44,26;45,7;motor
9:43:45,79;162742;1294903;40,58;50,04;motor
9:43:45,69;162643;687037;43,27;54,31;motor
9:43:45,59;162543;394321;39,65;58,64;motor
9:43:45,52;162467;386645;39,89;-1;motor
9:43:45,42;162367;386970;43,66;-1;motor
9:43:45,32;162267;388960;45,28;-1;motor
9:43:45,22;162168;388276;49,65;-1;motor
9:43:45,12;162068;388277;56,6;-1;motor
9:43:45,04;161993;388320;-1;-1;motor
9:43:44,94;161893;388309;-1;-1;motor
9:43:44,84;161793;388213;-1;-1;motor
9:43:44,74;161693;388203;-1;-1;motor
9:43:44,64;161593;388265;-1;-1;motor
9:43:44,54;161493;388188;-1;-1;motor
9:43:44,44;161393;388176;-1;-1;motor
9:43:44,34;161293;388252;-1;-1;motor
9:43:44,24;161193;388204;-1;-1;motor
9:43:44,14;161093;388207;-1;-1;motor
