TIME;CH1;CH2;CH3;CH4;CH5
8:13:11,60;263193;400615;-1;-1;motor
8:13:11,50;263093;400599;-1;-1;motor
8:13:11,40;262993;400598;-1;-1;motor
8:13:11,30;262893;400511;-1;-1;motor
8:13:11,20;262793;400427;-1;-1;motor
8:13:11,10;262693;400394;-1;-1;motor
8:13:11,00;262593;400319;-1;-1;motor
8:13:10,90;262493;400311;-1;-1;motor
8:13:10,80;262393;399580;-1;-1;motor
8:13:10,70;262293;400380;-1;-1;motor
8:13:10,58;262170;400790;87,41;-1;motor
8:13:10,47;262069;396333;69,68;-1;motor
8:13:10,37;261968;394666;56,51;-1;motor
8:13:10,27;261868;394620;49,86;-1;motor
8:13:10,17;261768;394583;46,91;-1;motor
8:13:10,07;261668;434094;50,04;-1;motor
8:13:09,97;261568;1197127;48,89;-1;motor
8:13:09,87;261468;1999619;50,54;-1;motor
8:13:09,75;261343;819563;53,27;56,99;motor
8:13:09,65;261243;431029;41,3;59,36;motor
8:13:09,55;261142;412901;49,87;44,35;motor
8:13:09,45;261043;408518;55,63;43,34;motor
8:13:09,35;260942;401748;50,88;42,96;motor
8:13:09,25;260843;396557;51,9;45,34;motor
8:13:09,15;260743;395046;47,69;49,91;motor
8:13:09,05;260642;424369;47,69;45,55;motor
8:13:08,95;260543;842914;50,04;46,96;motor
8:13:08,85;260442;882113;56,15;38,57;motor
8:13:08,75;260343;432913;74,67;37,2;motor
8:13:08,65;260246;398304;75,46;75,36;motor
8:13:08,57;260167;396232;-1;45,34;motor
8:13:08,47;260068;396315;-1;47,95;motor
8:13:08,36;259954;396352;236,19;59,65;motor
8:13:08,27;259869;396369;-1;67,25;motor
8:13:08,20;259793;396376;-1;-1;motor
8:13:08,10;259693;396335;-1;-1;motor
8:13:08,00;259593;396329;-1;-1;motor
8:13:07,90;259493;396329;-1;-1;motor
8:13:07,80;259393;396324;-1;-1;motor
8:13:07,70;259293;396288;-1;-1;motor
8:13:07,60;259193;396260;-1;-1;motor
8:13:07,50;259093;396301;-1;-1;motor
8:13:07,40;258993;396330;-1;-1;motor
8:13:07,30;258893;396284;-1;-1;motor
