TIME;CH1;CH2;CH3;CH4;CH5
9:10:14,17;706493;388624;-1;-1;motor
9:10:14,07;706393;388625;-1;-1;motor
9:10:13,97;706293;388599;-1;-1;motor
9:10:13,87;706193;388533;-1;-1;motor
9:10:13,77;706093;388531;-1;-1;motor
9:10:13,67;705993;388562;-1;-1;motor
9:10:13,57;705893;388576;-1;-1;motor
9:10:13,47;705793;388621;-1;-1;motor
9:10:13,37;705693;388761;-1;-1;motor
9:10:13,27;705593;390921;-1;-1;motor
9:10:13,15;705469;578367;-1;67,91;motor
9:10:13,04;705368;926161;-1;58,07;motor
9:10:12,95;705268;502983;-1;59,2;motor
9:10:12,82;705144;386488;71,04;55,67;motor
9:10:12,72;705044;388383;68,53;50,23;motor
9:10:12,62;704943;388156;63,47;44,52;motor
9:10:12,52;704843;408720;57,59;51,78;motor
9:10:12,42;704743;782932;56,87;53,47;motor
9:10:12,32;704643;778644;48,47;61,6;motor
9:10:12,22;704544;389127;49,84;67,21;motor
9:10:12,12;704444;388295;54,43;70,25;motor
9:10:12,04;704368;388257;61,09;-1;motor
9:10:11,95;704269;388240;69,08;-1;motor
9:10:11,85;704169;388228;73,99;-1;motor
9:10:11,77;704093;388239;-1;-1;motor
9:10:11,67;703993;388236;-1;-1;motor
9:10:11,57;703893;388179;-1;-1;motor
9:10:11,47;703793;388153;-1;-1;motor
9:10:11,37;703693;388243;-1;-1;motor
9:10:11,27;703593;388205;-1;-1;motor
9:10:11,17;703493;388178;-1;-1;motor
9:10:11,07;703393;388166;-1;-1;motor
9:10:10,97;703293;388172;-1;-1;motor
9:10:10,87;703193;388132;-1;-1;motor
