TIME;CH1;CH2;CH3;CH4;CH5
7:46:57,75;84393;405293;-1;-1;motor
7:46:57,65;84293;405309;-1;-1;motor
7:46:57,55;84193;405284;-1;-1;motor
7:46:57,45;84093;405272;-1;-1;motor
7:46:57,35;83993;405245;-1;-1;motor
7:46:57,25;83893;405159;-1;-1;motor
7:46:57,15;83793;405110;-1;-1;motor
7:46:57,05;83693;405296;-1;-1;motor
7:46:56,95;83593;408337;-1;-1;motor
7:46:56,85;83493;411848;-1;-1;motor
7:46:56,72;83369;407917;64,57;-1;motor
7:46:56,62;83268;443426;55,7;-1;motor
7:46:56,52;83168;1210181;50,1;-1;motor
7:46:56,42;83068;1993187;48,74;-1;motor
7:46:56,30;82943;807674;38,57;63,87;motor
7:46:56,20;82843;412828;37,88;73,32;motor
7:46:56,10;82744;407212;57,54;57,13;motor
7:46:56,00;82644;406392;56,96;55,22;motor
7:46:55,90;82542;406767;52,46;42,27;motor
7:46:55,80;82443;406137;50,59;49,92;motor
7:46:55,70;82343;405578;49,92;49,77;motor
7:46:55,60;82243;410944;52,98;49,75;motor
7:46:55,50;82144;683648;56,82;56,7;motor
7:46:55,40;82044;1248928;59,08;54,71;motor
7:46:55,30;81944;682663;63,28;55,72;motor
7:46:55,20;81843;408715;62,87;47,56;motor
7:46:55,12;81768;405732;-1;46,96;motor
7:46:55,02;81668;405869;-1;51,12;motor
7:46:54,92;81568;405502;-1;56,7;motor
7:46:54,82;81468;405373;-1;62,19;motor
7:46:54,75;81393;405361;-1;-1;motor
7:46:54,65;81293;405363;-1;-1;motor
7:46:54,55;81193;405383;-1;-1;motor
7:46:54,45;81093;405343;-1;-1;motor
7:46:54,35;80993;405308;-1;-1;motor
7:46:54,25;80893;405365;-1;-1;motor
7:46:54,15;80793;405377;-1;-1;motor
7:46:54,05;80693;405384;-1;-1;motor
7:46:53,95;80593;405403;-1;-1;motor
7:46:53,85;80493;405400;-1;-1;motor
