TIME;CH1;CH2;CH3;CH4;CH5
9:45:21,24;258193;389681;-1;-1;motor
9:45:21,14;258093;389672;-1;-1;motor
9:45:21,04;257993;389683;-1;-1;motor
9:45:20,94;257893;389659;-1;-1;motor
9:45:20,84;257793;389629;-1;-1;motor
9:45:20,74;257693;389641;-1;-1;motor
9:45:20,64;257593;389624;-1;-1;motor
9:45:20,54;257493;389746;-1;-1;motor
9:45:20,44;257393;390576;-1;-1;motor
9:45:20,34;257293;390463;-1;-1;motor
9:45:20,22;257168;389687;-1;61,31;motor
9:45:20,12;257068;390913;-1;56,66;motor
9:45:20,01;256968;1550182;-1;50,06;motor
9:45:19,91;256867;878394;-1;43,3;motor
9:45:19,82;256767;399221;-1;43,3;motor
9:45:19,72;256667;390039;-1;46,12;motor
9:45:19,59;256543;389667;62,91;44,92;motor
9:45:19,49;256443;389260;54,23;47,52;motor
9:45:19,39;256343;389380;55,27;45,1;motor
9:45:19,29;256242;389249;44,45;44,92;motor
9:45:19,19;256142;454492;44,85;47,32;motor
9:45:19,09;256043;921851;45,45;50,39;motor
9:45:18,99;255943;812874;48,26;56,66;motor
9:45:18,89;255843;414535;45,67;62,29;motor
9:45:18,82;255768;389988;47,08;-1;motor
9:45:18,72;255668;390516;49,67;-1;motor
9:45:18,61;255568;390843;53,92;-1;motor
9:45:18,52;255468;390861;58,57;-1;motor
9:45:18,42;255369;390830;66,99;-1;motor
9:45:18,32;255269;390799;74,28;-1;motor
9:45:18,24;255191;390791;449,64;-1;motor
9:45:18,14;255093;390788;-1;-1;motor
9:45:18,04;254993;390731;-1;-1;motor
9:45:17,94;254893;390750;-1;-1;motor
9:45:17,84;254793;390728;-1;-1;motor
9:45:17,74;254693;390686;-1;-1;motor
9:45:17,64;254593;390707;-1;-1;motor
9:45:17,54;254493;390693;-1;-1;motor
9:45:17,44;254393;390685;-1;-1;motor
9:45:17,34;254293;390650;-1;-1;motor
9:45:17,24;254193;390604;-1;-1;motor
