TIME;CH1;CH2;CH3;CH4;CH5
9:03:04,47;276793;390668;-1;-1;motor
9:03:04,37;276693;390682;-1;-1;motor
9:03:04,28;276593;390737;-1;-1;motor
9:03:04,18;276493;390704;-1;-1;motor
9:03:04,07;276393;390655;-1;-1;motor
9:03:03,97;276293;390681;-1;-1;motor
9:03:03,88;276193;390686;-1;-1;motor
9:03:03,77;276093;390574;-1;-1;motor
9:03:03,67;275993;390451;-1;-1;motor
9:03:03,57;275893;389711;-1;-1;motor
9:03:03,45;275769;451621;-1;68,58;motor
9:03:03,35;275668;1115125;-1;56,78;motor
9:03:03,25;275568;983555;-1;50,04;motor
9:03:03,15;275468;419964;-1;48,52;motor
9:03:03,03;275344;394371;69,2;48,71;motor
9:03:02,93;275243;393095;61,64;47,9;motor
9:03:02,82;275143;389590;51,84;49,1;motor
9:03:02,72;275042;390695;49,82;42,69;motor
9:03:02,62;274943;564900;48,04;49,51;motor
9:03:02,53;274843;901185;46,85;49,1;motor
9:03:02,43;274743;503903;50,49;56,78;motor
9:03:02,33;274644;390625;47,04;69,7;motor
9:03:02,25;274568;391128;47,64;-1;motor
9:03:02,15;274468;390954;49,8;-1;motor
9:03:02,05;274369;390928;65,26;-1;motor
9:03:01,95;274269;390910;72,42;-1;motor
9:03:01,87;274193;390947;-1;-1;motor
9:03:01,77;274093;390919;-1;-1;motor
9:03:01,68;273993;390957;-1;-1;motor
9:03:01,57;273893;390971;-1;-1;motor
9:03:01,47;273793;390975;-1;-1;motor
9:03:01,37;273693;390999;-1;-1;motor
9:03:01,27;273593;391019;-1;-1;motor
9:03:01,17;273493;390990;-1;-1;motor
9:03:01,07;273393;391016;-1;-1;motor
9:03:00,97;273293;391021;-1;-1;motor
